"INDEX","DATE","TYPE","LOCATION","MAX KILLED","MIN KILLED","MAX CHILDREN KILLED","MIN CHILDREN KILLED","MAX CIVILIANS KILLED","MIN CIVILIANS KILLED","MAX INJURIES","MIN INJURIES"
"Ob225","27 June 2011","US drone strike","Shakai, Pakistan","21","12","0","0","20","0","2","2"
"Ob226","05 July 2011","US drone strike","Mir Ali, Pakistan","6","4","2","0","3","0","5","5"
"SOM011","06 July 2011","Air operation - drone or airstrike","Juba, Somalia","0","0","0","0","0","0","0","0"
"Ob227","11 July 2011","US drone strike","Gurwak, Pakistan","12","4","0","0","0","0","2","2"
"Ob229","12 July 2011","US drone strike","Barmal, Pakistan","13","5","0","0","0","0","5","3"
"Ob228","12 July 2011","US drone strike","Gurwak, Pakistan","25","12","0","0","0","0","0","0"
"Ob231","12 July 2011","US drone strike","Datta Khel, Pakistan","9","1","0","0","1","1","5","3"
"Ob230","12 July 2011","US drone strike","Datta Khel, Pakistan","15","13","0","0","4","0","0","0"
"YEM018","14 July 2011","Drone strike","Abyan, Yemen","0","0","0","0","0","0","0","0"
"YEM017","14 July 2011","Drone strike","Wadeea district
Mudiya, Abyan, Yemen","50","6","0","0","30","30","0","0"
"Ob232","20 July 2011","US drone strike","Mir Ali, Pakistan","4","4","0","0","0","0","2","2"
"YEM019","27 July 2011","Airstrike
Possible drone strike","Karadeef
Zinjibar, Abyan, Yemen","5","5","0","0","0","0","0","0"
"YEM020","01 August 2011","Drone strike
Possible Yemen Air Force airstrike","Al Khamila, Abyan, Yemen","16","13","0","0","0","0","17","12"
"Ob233","01 August 2011","US drone strike","Azam Warsak, Pakistan","6","3","0","0","6","0","7","2"
"Ob234","02 August 2011","US drone strike","Qutab Khel, Pakistan","4","3","0","0","0","0","0","0"
"Ob235","10 August 2011","US drone strike","Miram Shah, Pakistan","25","8","0","0","0","0","8","3"
"Ob236","16 August 2011","US drone strike","Miram Shah, Pakistan","7","2","1","1","4","3","2","2"
"Ob237","19 August 2011","US drone strike","Shin Warsak, Pakistan","4","3","0","0","0","0","2","2"
"Ob238","22 August 2011","US drone strike","Mir Koon Khel, Mir Ali, Pakistan","7","3","0","0","4","0","3","3"
"YEM022","24 August 2011","Airstrike
Possible drone strike","Arkoub, Abyan, Yemen","6","6","0","0","0","0","0","0"
"YEM027","07 September 2011","Drone strike","Mahfed, Abyan, Yemen","10","3","0","0","0","0","24","2"
"Ob239","11 September 2011","US drone strike","Hisokhel, Pakistan","5","1","0","0","0","0","3","1"
"YEM028","21 September 2011","Drone strike","Mahfed, Abyan, Yemen","4","4","0","0","0","0","0","0"
"Ob240","23 September 2011","US drone strike","Khushali, Pakistan","8","3","0","0","0","0","4","3"
"SOM012","25 September 2011","Air operation - drone strike","Kismayo, Somalia","0","0","0","0","0","0","0","0"
"Ob241","27 September 2011","US drone strike","Azam Warsak, Pakistan","4","0","0","0","0","0","2","0"
"YEM030","30 September 2011","Drone strike","Jawf, Yemen","4","4","0","0","0","0","0","0"
"Ob242","30 September 2011","US drone strike","Baghar, Pakistan","4","3","0","0","0","0","5","1"
"YEM031","05 October 2011","Airstrike
Possible drone strike","Al Arqoub, Abyan, Yemen","5","5","0","0","0","0","7","7"
"Ob244","13 October 2011","US drone strike","Chashma Nala, Birmal, Pakistan","6","3","0","0","0","0","3","3"
"Ob243","13 October 2011","US drone strike","Danda Darpakhel, Pakistan","6","1","0","0","0","0","4","4"
"YEM032","14 October 2011","Drone strike","Azzan, Shabwa, Yemen","0","0","0","0","0","0","0","0"
"YEM033","14 October 2011","Drone strike","Azzan, Shabwa, Yemen","9","7","2","2","2","2","0","0"
"YEM034","14 October 2011","Airstrike
Possible drone strike","Southern Yemen, Yemen","17","15","0","0","0","0","0","0"
"YEM035","14 October 2011","Airstrike
Possible drone strike","Azzan, Shabwa, Yemen","2","2","1","1","2","1","0","0"
"Ob245","14 October 2011","US drone strike","Danda Darpakhel, Pakistan","6","3","0","0","0","0","0","0"
"Ob246","15 October 2011","US drone strike","Angor Adda, Pakistan","6","3","0","0","0","0","7","3"
"Ob247","26 October 2011","US drone strike","Shana Wana, Birmal, Pakistan","22","13","0","0","0","0","6","6"
"Ob248","27 October 2011","US drone strike","Azam Warsak, Pakistan","6","4","0","0","0","0","4","3"
"Ob249","27 October 2011","US drone strike","Hisokhel, Pakistan","6","4","0","0","0","0","3","3"
"Ob250","30 October 2011","US drone strike","Khar Khama, Datta Khel, Pakistan","6","4","0","0","4","4","3","2"
"Ob251","31 October 2011","US drone strike","Norak, Pakistan","4","2","2","2","2","2","3","3"
"Ob252","03 November 2011","US drone strike","Sarai Darpa Khel, Miranshah, Pakistan","3","2","0","0","0","0","3","3"
"SOM013","14 November 2011","Air operation - drone strike","Afgoye, Somalia","2","0","0","0","0","0","0","0"
"Ob253","15 November 2011","US drone strike","Miram Shah, Pakistan","7","3","0","0","0","0","4","2"
"Ob254","16 November 2011","US drone strike","Babar Ghar, Pakistan","22","4","0","0","0","0","12","6"
"Ob255","17 November 2011","US drone strike","Shawal, Pakistan","9","7","0","0","0","0","5","3"
"YEM036","22 December 2011","Airstrike
Possible drone strike","Zinjibar, Abyan, Yemen","1","1","0","0","0","0","0","0"
"Ob256","10 January 2012","US drone strike","Miram Shah, Pakistan","4","1","0","0","0","0","2","2"
"Ob257","12 January 2012","US drone strike","Datta Khel, Pakistan","9","5","0","0","0","0","3","2"
"SOM014","21 January 2012","Air operation - drone strike","Elasha Biyaha, Somalia","1","1","0","0","0","0","0","0"
"Ob259","23 January 2012","US drone strike","Char Khel, Datta Khel, Pakistan","2","0","0","0","0","0","0","0"
"Ob258","23 January 2012","US drone strike","Deegan, Pakistan","5","2","0","0","0","0","3","1"
"YEM037","31 January 2012","Drone strike","Lawder, Abyan, Yemen","14","10","0","0","0","0","0","0"
"Ob260","08 February 2012","US drone strike","Miranshah, Pakistan","10","9","0","0","0","0","12","2"
"Ob261","09 February 2012","US drone strike","Miranshah, Pakistan","8","3","1","0","3","0","3","3"
"Ob262","16 February 2012","US drone strike","Miranshah, Pakistan","6","5","0","0","0","0","7","4"
"Ob263","16 February 2012","US drone strike","Jalar Zakar Khel, Mir Ali, Pakistan","15","8","0","0","0","0","3","3"
"SOM015","24 February 2012","Air operation - drone strike","Lower Shabelle, Somalia","7","3","0","0","1","0","0","0"
"Ob264","09 March 2012","US drone strike","Shaktoi Mandao, Pakistan","15","4","0","0","0","0","3","0"
"Ob265","09 March 2012","US drone strike","Nishpa, Pakistan","6","6","0","0","0","0","0","0"
"YEM039","09 March 2012","Drone strike","Bayda, Yemen","34","23","0","0","2","2","55","0"
"YEM040","10 March 2012","Drone strike","Jaar and Zinjibar, Abyan, Yemen","24","24","0","0","0","0","0","0"
"YEM041","11 March 2012","Drone strike","Jebel Khanfar
Near Jaar, Abyan, Yemen","6","3","0","0","0","0","0","0"
"Ob266","13 March 2012","US drone strike","Wagdalai, Tehsil Birmal, Pakistan","8","6","0","0","0","0","4","2"
"Ob267","13 March 2012","US drone strike","Shawa, Pakistan","7","6","0","0","0","0","3","3"
"YEM042","13 March 2012","Drone strike","Bayda, Yemen","5","4","0","0","0","0","0","0"
"YEM043","18 March 2012","Airstrike
Possible naval bombardment
Possible drone strike","Zinjibar, Abyan, Yemen","18","14","0","0","0","0","0","0"
"YEM045","22 March 2012","Drone strike
Possible naval bombardment","Zinjibar, Abyan, Yemen","30","29","0","0","0","0","24","24"
"Ob268","30 March 2012","US drone strike","Sarai Bazaar, Miranshah, Pakistan","4","3","0","0","0","0","3","3"
"YEM046","30 March 2012","Drone strike","Azzan, Shabwa, Yemen","5","5","0","0","1","1","9","6"
"YEM047","07 April 2012","Drone strike","Shabwa, Yemen","8","0","0","0","0","0","0","0"
"YEM048","08 April 2012","Airstrike - joint Yemeni and US
Possible drone strike","Abyan, Yemen","16","16","0","0","0","0","0","0"
"YEM049","11 April 2012","Airstrike
Possible drone strike","Lawder, Abyan, Yemen","14","10","0","0","0","0","10","10"
"YEM050","14 April 2012","Drone strike","Al Zahir, Bayda, Yemen","7","3","0","0","0","0","0","0"
"YEM051","16 April 2012","Drone strike","Azzan, Shabwa, Yemen","7","5","0","0","0","0","0","0"
"YEM052","18 April 2012","Airstrike
Possible drone strike","Lawder and Jaar, Abyan, Yemen","10","6","0","0","0","0","0","0"
"YEM053","21 April 2012","Airstrike
Possible drone strike","Lawder, Abyan, Yemen","17","12","0","0","0","0","5","0"
"YEM054","22 April 2012","Drone strike","Sanda, Marib, Yemen","4","4","0","0","0","0","0","0"
"YEM055","23 April 2012","Airstrike
Possible drone strike","Nasab, Shabwa, Yemen","3","3","0","0","0","0","2","2"
"YEM056","23 April 2012","Airstrike
Possible drone strike","Lawder, Abyan, Yemen","4","0","0","0","0","0","0","0"
"YEM057","26 April 2012","Airstrike
Possible drone strike","Moudia, Abyan, Yemen","3","3","0","0","0","0","0","0"
"Ob269","29 April 2012","US drone strike","Miranshah Bazaar, Pakistan","6","3","0","0","0","0","3","1"
"YEM058","29 April 2012","Airstrike
Possible drone strike","Jawf, Yemen","3","3","0","0","0","0","0","0"
"YEM060","30 April 2012","Airstrike
Possible drone strike","Jaar, Abyan, Yemen","3","3","0","0","0","0","0","0"
"YEM059","30 April 2012","Airstrike
Possible drone strike","Lawder, Abyan, Yemen","4","4","0","0","0","0","0","0"
"YEM061","02 May 2012","Airstrike
Possible drone strike","Zinjibar, Abyan, Yemen","15","10","0","0","0","0","0","0"
"Ob270","05 May 2012","US drone strike","Guldar Kot, Dre Nishtar area, Pakistan","10","8","0","0","0","0","3","1"
"YEM062","06 May 2012","Drone strike","Wadi Rafad, Shabwa, Yemen","4","2","0","0","1","1","0","0"
"YEM064","10 May 2012","Airstrike
Possible naval bombardment
Possible drone strike","Shaqra, Abyan, Yemen","4","2","0","0","0","0","0","0"
"YEM063","10 May 2012","Airstrike
Possible naval bombardment
Possible drone strike","Jaar, Abyan, Yemen","12","5","0","0","0","0","0","0"
"YEM065","12 May 2012","Drone strike","Al Hosoon, Marib, Yemen","7","6","0","0","0","0","0","0"
"YEM067","12 May 2012","Airstrike
Possible drone strike","Al Ain, Shabwa/Hadramout, Yemen","10","6","0","0","0","0","0","0"
"YEM066","12 May 2012","Drone strike","Between Marib and Shabwa, Yemen","10","10","0","0","0","0","0","0"
"YEM069","14 May 2012","Airstrike
Possible drone strike","Lawder, Abyan, Yemen","6","6","0","0","0","0","0","0"
"YEM068","14 May 2012","Airstrike
Possible drone strike","Shaqra, Abyan, Yemen","10","10","0","0","0","0","0","0"
"YEM071","15 May 2012","Airstrike
Possible drone strike","Jaar, Abyan, Yemen","42","14","0","0","26","14","21","20"
"YEM072","16 May 2012","Airstrike
Possible naval bombardment
Possible drone strike","Moudia, Abyan, Yemen","16","16","0","0","0","0","14","5"
"YEM073","17 May 2012","Drone strike","Shibam, Hadhramout, Yemen","3","2","0","0","0","0","2","0"
"YEM076","19 May 2012","Airstrike
Possible drone strike","Bayda, Yemen","2","2","0","0","0","0","0","0"
"Ob271","23 May 2012","US drone strike","Datta Khel Kalai, Pakistan","5","1","0","0","0","0","2","1"
"Ob272","24 May 2012","US drone strike","Khassokhel near Mir Ali, Pakistan","12","5","0","0","8","0","4","3"
"Ob273","26 May 2012","US drone strike","Miranshah, Pakistan","4","1","0","0","0","0","2","1"
"YEM078","28 May 2012","Drone strike","Manaseh, Bayda, Yemen","5","3","0","0","2","0","4","4"
"YEM079","28 May 2012","Airstrike
Possible naval bombardment
Possible drone strike","Mukalla, Abyan, Yemen","5","5","0","0","0","0","0","0"
"Ob275","28 May 2012","US drone strike","Degan, Datta Khel, Pakistan","5","2","0","0","0","0","0","0"
"Ob274","28 May 2012","US drone strike","Khassokhel near Mir Ali, Pakistan","10","4","0","0","0","0","4","4"
"YEM080","01 June 2012","Airstrike
Possible drone strike","Mahfed, Abyan, Yemen","12","11","0","0","0","0","0","0"
"Ob276","02 June 2012","US drone strike","Khawashi Khel, near Wana, Pakistan","4","2","0","0","0","0","0","0"
"Ob277","03 June 2012","US drone strike","Landai Warai, Tehsil Birmal, Pakistan","10","0","0","0","0","0","10","4"
"Ob278","04 June 2012","US drone strike","Khushali, Tehsil Mir Ali, Pakistan","18","14","0","0","6","0","6","3"
"YEM082","07 June 2012","Airstrike
Possible drone strike","Jaar, Abyan, Yemen","3","3","0","0","0","0","0","0"
"YEM086","13 June 2012","Drone strike","Azzan, Shabwa, Yemen","9","9","0","0","0","0","0","0"
"YEM085","13 June 2012","Airstrike
Possible drone strike","Jaar, Abyan, Yemen","18","10","0","0","0","0","1","1"
"Ob279","13 June 2012","US drone strike","Isha, near Miranshah, Pakistan","4","2","0","0","0","0","0","0"
"Ob280","14 June 2012","US drone strike","Miranshah, Pakistan","4","1","0","0","0","0","3","2"
"YEM088","15 June 2012","Airstrike
Possible drone strike","Shaqra, Abyan, Yemen","7","5","6","4","7","5","5","4"
"YEM089","19 June 2012","Airstrike
Possible drone strike","Shabwa, Yemen","3","3","0","0","0","0","0","0"
"YEM090","20 June 2012","Airstrike
Possible drone strike","Mahfed, Abyan, Yemen","1","1","0","0","1","1","0","0"
"YEM092","25 June 2012","Drone strike","Mahfed, Abyan, Yemen","3","3","0","0","0","0","0","0"
"Ob281","26 June 2012","US drone strike","Shawal, Pakistan","7","4","0","0","0","0","7","2"
"Ob282","01 July 2012","US drone strike","Dre Nishter/Shawal, Pakistan","9","6","0","0","0","0","3","2"
"YEM093","03 July 2012","Drone strike","Bayhan, Shabwa, Yemen","5","2","0","0","0","0","2","2"
"Ob283","06 July 2012","US drone strike","Maizer, Pakistan","24","13","0","0","18","3","22","2"
"Ob284","23 July 2012","US drone strike","Dre Nishter/Shawal, Pakistan","14","11","0","0","14","6","11","2"
"Ob285","29 July 2012","US drone strike","Kushhali Turkhel, Pakistan","7","4","0","0","3","0","4","4"
"YEM096","04 August 2012","Drone strike","Al Qotn, Hadhramout, Yemen","5","3","0","0","0","0","2","2"
"YEM097","06 August 2012","Drone strike","Radaa, Bayda, Yemen","7","7","0","0","0","0","0","0"
"YEM098","07 August 2012","Airstrike
Possible drone strike","Al Qotn, Hadhramout, Yemen","3","2","0","0","0","0","2","2"
"Ob286","18 August 2012","US drone strike","Mammon Narai, Shuweda, Pakistan","12","5","0","0","1","1","9","2"
"Ob288","19 August 2012","US drone strike","Mana, Shawal, Pakistan","3","2","0","0","0","0","2","2"
"Ob287","19 August 2012","US drone strike","Mana, Shawal, Pakistan","7","4","0","0","0","0","3","2"
"Ob289","21 August 2012","US drone strike","Shnakhura, Datta Khel, Pakistan","25","4","1","1","3","1","2","2"
"Ob291","24 August 2012","US drone strike","Dara, Shawal, Pakistan","0","0","0","0","0","0","0","0"
"Ob290","24 August 2012","US drone strike","Makai/Maki Ghar, Shawal, Pakistan","22","13","0","0","0","0","14","4"
"Ob292","24 August 2012","US drone strike","Dre Nishter, Shawal, Pakistan","0","0","0","0","0","0","0","0"
"YEM099","28 August 2012","Drone strike","Qahb al-Hisan, Hadhramout, Yemen","3","2","0","0","0","0","0","0"
"YEM100","29 August 2012","Drone strike","Al Qotn, Hadhramout, Yemen","5","5","0","0","2","2","0","0"
"YEM101","31 August 2012","Drone strike","Hawda, Hadhramout, Yemen","8","8","0","0","0","0","0","0"
"Ob293","01 September 2012","US drone strike","Degan, Pakistan","6","4","0","0","0","0","3","2"
"YEM102","02 September 2012","US airstrike
Possible drone strike","Radaa, Bayda, Yemen","12","12","3","3","12","12","11","4"
"YEM103","05 September 2012","Drone strike","Al Ain, Shabwa/Hadramout, Yemen","6","4","0","0","4","1","3","3"
"YEM104","10 September 2012","Drone strike","Al Ain, Shabwa/Hadramout, Yemen","15","6","0","0","0","0","3","3"
"YEM105","20 September 2012","Airstrike
Possible drone strike","Mahfed, Abyan, Yemen","4","2","0","0","0","0","3","3"
"Ob294","21 September 2012","US drone strike","Mohammed Khel/Datta Khel, Pakistan","4","3","0","0","0","0","3","2"
"Ob295","24 September 2012","US drone strike","Mosaki - Inzar Abad, Tehsil Mir Ali, Pakistan","8","3","0","0","0","0","2","2"
"Ob296","01 October 2012","US drone strike","Khadar Khel, Pakistan","4","2","0","0","0","0","0","0"
"YEM106","04 October 2012","Drone strike","Al Saeed, Shabwa, Yemen","6","3","0","0","0","0","4","2"
"Ob297","10 October 2012","US drone strike","Hurmaz, Teshil Mir Ali, Pakistan","6","3","0","0","0","0","3","3"
"Ob298","11 October 2012","US drone strike","Buland Khel, Pakistan","26","16","0","0","2","0","15","5"
"YEM107","18 October 2012","Drone strike","Jaar, Abyan, Yemen","9","7","0","0","0","0","0","0"
"YEM108","21 October 2012","Drone strike","Maarib, Marib, Yemen","4","4","0","0","0","0","0","0"
"Ob299","24 October 2012","US drone strike","Village Ghundi Killi Daur Tappi area of Tehsil Miranshah, Pakistan","1","1","0","0","1","1","9","6"
"YEM109","28 October 2012","Drone strike","Wadi al Abu Jabara, Saada, Yemen","4","4","0","0","0","0","1","1"
"YEM110","07 November 2012","Drone strike","Beit al Ahan, Sanaa, Yemen","2","2","0","0","0","0","3","2"
"Ob300","29 November 2012","US drone strike","Shin Warsak, Pakistan","4","1","0","0","0","0","4","3"
"Ob301","01 December 2012","US drone strike","Shin Warsak, Pakistan","4","1","0","0","0","0","3","3"
"Ob302","06 December 2012","US drone strike","Noorak Mubarak Shahi area, Tehsil Mir Ali, Pakistan","11","2","0","0","1","1","6","1"
"Ob303","09 December 2012","US drone strike","Tabbi Tor Khel, Tehisl Ghulam Khan, Pakistan","4","2","0","0","3","0","0","0"
"Ob304","21 December 2012","US drone strike","Hassokhel, near Mir Ali, Pakistan","6","3","0","0","0","0","2","2"
"YEM111","24 December 2012","Airstrike
Possible drone strike","Manaseh, Bayda, Yemen","3","2","0","0","0","0","3","3"
"YEM112","24 December 2012","Airstrike
Possible drone strike","Shehr, Hadhramout, Yemen","7","3","0","0","0","0","1","1"
"YEM113","28 December 2012","Airstrike
Possible drone strike","Shehr, Hadhramout, Yemen","3","2","0","0","0","0","1","0"
"YEM114","29 December 2012","Airstrike
Possible drone strike","Manaseh, Bayda, Yemen","4","3","0","0","0","0","2","0"
"Ob305","29 December 2012","US drone strike","Gurbaz, Shawal, Pakistan","5","4","0","0","0","0","2","2"
"YEM115","01 January 2013","Airstrike
Possible drone strike","Shabwa, Yemen","1","1","0","0","0","0","0","0"
"Ob306","02 January 2013","US drone strike","Lajhmarai area, Tehsil Birmal, Pakistan","11","6","0","0","0","0","0","0"
"Ob307","03 January 2013","US drone strike","Ghundi Killi, Tappi area, Tehsil Miranshah, Pakistan","6","3","0","0","0","0","1","1"
"YEM116","04 January 2013","Drone strike","Radaa, Bayda, Yemen","3","3","0","0","0","0","0","0"
"Ob308","06 January 2013","US drone strike","Smal Narai area, Tehsil Ladha, Pakistan","18","8","0","0","0","0","7","3"
"Ob310","08 January 2013","US drone strike","Malangan Hassokhel, Tehsil Mir Ali, Pakistan","9","0","0","0","0","0","4","1"
"Ob309","08 January 2013","US drone strike","Haiderkhel, near Mir Ali, Pakistan","9","4","1","0","2","0","4","1"
"Ob311","10 January 2013","US drone strike","Hassokhel, near Mir Ali, Pakistan","6","3","0","0","0","0","0","0"
"YEM117","19 January 2013","Drone strike","Wadi Abida, Marib, Yemen","0","0","0","0","0","0","0","0"
"YEM119","19 January 2013","Drone strike","Wadi Abida, Marib, Yemen","6","4","0","0","4","0","0","0"
"YEM118","19 January 2013","Drone strike","Wadi Abida, Marib, Yemen","4","2","0","0","3","0","0","0"
"YEM120","20 January 2013","Airstrike
Possible drone strike","Al Kanais, Marib, Yemen","3","3","0","0","0","0","0","0"
"YEM121","21 January 2013","Drone strike","Nakhla, Marib, Yemen","4","2","0","0","0","0","2","2"
"YEM122","22 January 2013","Drone strike","Al Boka, Jawf, Yemen","5","3","0","0","0","0","0","0"
"YEM124","23 January 2013","Airstrike
Possible drone strike","Qayfa, Bayda, Yemen","5","3","0","0","0","0","0","0"
"YEM123","23 January 2013","Drone strike","Khawlan, Sanaa, Yemen","4","4","0","0","2","2","0","0"
"Ob312","06 February 2013","US drone strike","Spinwam, Pakistan","5","3","0","0","2","0","1","1"
"Ob313","08 February 2013","US drone strike","Babar Ghar, Pakistan","9","6","0","0","0","0","6","2"
"Ob314","10 March 2013","US drone strike","Datta Khel, Pakistan","3","1","0","0","0","0","1","1"
"Ob315","22 March 2013","US drone strike","New Adda, Tehsil Datta Khel, Pakistan","4","1","0","0","0","0","1","1"
"Ob316","14 April 2013","US drone strike","Datta Khel, Pakistan","6","4","0","0","0","0","2","2"
"YEM125","17 April 2013","Drone strike","Wassab al Ali, Damar, Yemen","4","4","0","0","4","0","0","0"
"Ob317","17 April 2013","US drone strike","Pobar, Tehsil Ladha, Pakistan","6","4","0","0","0","0","7","2"
"YEM126","21 April 2013","Airstrike
Possible drone strike","Wadi Abida, Marib, Yemen","2","2","0","0","0","0","3","2"
"YEM127","18 May 2013","Drone strike","Mahfed, Abyan, Yemen","9","4","0","0","0","0","0","0"
"YEM128","20 May 2013","Airstrike
Possible drone strike","Radaa, Bayda, Yemen","2","2","0","0","0","0","0","0"
"Ob318","29 May 2013","US drone strike","Qazi Kot, Tehsil Miranshah, Pakistan","7","3","0","0","0","0","4","1"
"YEM129","01 June 2013","Airstrike
Possible drone strike","Mahfed, Abyan, Yemen","8","7","0","0","0","0","3","2"
"Ob319","07 June 2013","US drone strike","Shui Khel Mandi, Tehsil Shawal, Pakistan","11","7","0","0","0","0","4","3"
"YEM130","09 June 2013","Drone strike","Al Makashma/
Khab al Shath, Jawf, Yemen","7","2","1","1","1","1","0","0"
"Ob320","03 July 2013","US drone strike","Shui Khel Mandi, Tehsil Shawal, Pakistan","18","16","0","0","0","0","5","5"
"Ob321","13 July 2013","US drone strike","Khray Chila Mossaki area of Mir Ali, Pakistan","3","2","0","0","0","0","0","0"
"YEM131","27 July 2013","Drone strike","Mahfed, Abyan, Yemen","9","4","0","0","0","0","0","0"
"Ob322","28 July 2013","US drone strike","Zoi Nair, Tehsil Shawal, Pakistan","8","5","0","0","0","0","4","2"
"YEM132","30 July 2013","Drone strike","Al Saeed, Shabwa, Yemen","4","3","0","0","0","0","0","0"
"YEM133","01 August 2013","Drone strike","Wadi Ser, Hadhramout, Yemen","5","3","1","1","5","4","3","3"
"YEM134","06 August 2013","Drone strike","Wadi Abida, Marib, Yemen","4","4","0","0","0","0","0","0"
"YEM135","07 August 2013","Drone strike","Markha, Shabwa, Yemen","8","6","0","0","0","0","0","0"
"YEM138","08 August 2013","Drone strike","Al Qotn, Hadhramout, Yemen","5","3","0","0","0","0","0","0"
"YEM137","08 August 2013","Drone strike","Al Ayoun, Hadhramout, Yemen","7","2","0","0","0","0","0","0"
"YEM136","08 August 2013","Drone strike","Wadi Abida, Marib, Yemen","8","3","2","2","2","2","0","0"
"YEM139","10 August 2013","Drone strike","Al Askariya, Lahj, Yemen","5","2","0","0","0","0","5","2"
"YEM140","30 August 2013","Drone strike","Manaseh, Bayda, Yemen","6","4","0","0","0","0","0","0"
"Ob323","31 August 2013","US drone strike","Mossaki, Tehsil Mir Ali, Pakistan","4","3","0","0","0","0","3","1"
"Ob324","06 September 2013","US drone strike","Tabi, Tehsil Ghulam Khan, Pakistan","7","5","0","0","0","0","7","3"
"Ob325","22 September 2013","US drone strike","ShawalPalgai area, Thesil Makin, Pakistan","7","6","0","0","0","0","4","2"
"Ob326","29 September 2013","US drone strike","Darga Mandi, Pakistan","6","3","0","0","0","0","3","1"
"Ob327","30 September 2013","US drone strike","Land Char Khel, Tehsil Datta Khel, Pakistan","4","1","0","0","0","0","4","2"
"SOM018","28 October 2013","Air operation - drone strike","Jillib, Middle Juba, Somalia","3","2","0","0","0","0","0","0"
"Ob328","31 October 2013","US drone strike","Miranshah, Pakistan","5","0","0","0","0","0","3","3"
"Ob329","01 November 2013","US drone strike","Dandi Darpakhel, Pakistan","7","4","0","0","0","0","2","2"
"YEM141","19 November 2013","US airstrike
Possible drone strike","Ghayl Bawazir, Hadhramout, Yemen","5","5","0","0","0","0","0","0"
"Ob330","21 November 2013","US drone strike","Tal, Hangu District, Pakistan","9","6","0","0","0","0","9","1"
"YEM142","26 November 2013","Airstrike
Possible drone strike","Mahfed, Abyan, Yemen","12","12","0","0","0","0","0","0"
"Ob331","29 November 2013","US drone strike","Miranshah, Pakistan","3","2","0","0","0","0","2","1"
"YEM143","09 December 2013","Airstrike
Possible drone strike","Al Qotn, Hadhramout, Yemen","3","3","0","0","0","0","0","0"
"YEM144","12 December 2013","Drone strike","Radaa, Bayda, Yemen","17","12","0","0","16","8","30","5"
"Ob332","25 December 2013","US drone strike","Qutab Khel, Miranshah, Pakistan","4","3","0","0","0","0","1","1"
"YEM145","27 December 2013","Airstrike
Possible drone strike","Shibam, Hadhramout, Yemen","6","1","0","0","0","0","0","0"
"YEM146","31 December 2013","Airstrike
Possible drone strike","Mahfed, Abyan, Yemen","6","2","0","0","0","0","3","0"
"YEM147","06 January 2014","Drone strike","Radaa, Bayda, Yemen","0","0","0","0","0","0","2","0"
"YEM148","08 January 2014","Drone strike","Al Qotn, Hadhramout, Yemen","2","2","0","0","0","0","2","0"
"YEM149","15 January 2014","Airstrike
Possible drone strike","Shibam, Hadhramout, Yemen","1","1","0","0","1","1","0","0"
"YEM150","24 January 2014","Drone strike","Wadi Abida, Marib, Yemen","4","3","0","0","0","0","0","0"
"SOM019","26 January 2014","Air operation - drone strike","Hawai, Lower Shabelle, Somalia","9","2","2","0","2","0","1","0"
"YEM151","03 February 2014","Airstrike
Possible drone strike","Mahfed, Abyan, Yemen","4","0","0","0","0","0","2","0"
"YEM152","02 March 2014","Drone strike","Shabwan, Marib, Yemen","3","2","0","0","0","0","2","2"
"YEM154","03 March 2014","Airstrike
Possible drone strike","Radhum, Shabwa, Yemen","4","2","0","0","0","0","2","2"
"YEM153","03 March 2014","Airstrike
Possible drone strike","Mahfed, Abyan, Yemen","1","1","0","0","0","0","0","0"
"YEM155","05 March 2014","Drone strike","Khalek, Jawf, Yemen","4","2","0","0","0","0","0","0"
"YEM156","10 March 2014","Airstrike
Possible drone strike","Wadi Abida, Marib, Yemen","4","1","1","0","1","0","0","0"
"YEM157","12 March 2014","Airstrike
Possible drone strike","Khab Wal Saaf, Jawf, Yemen","3","2","0","0","0","0","0","0"
"YEM158","01 April 2014","Airstrike
Possible drone strike","Mahfed, Abyan, Yemen","3","3","0","0","0","0","4","4"
"YEM159","19 April 2014","Drone strike","Sawmaa, Bayda, Yemen","21","13","0","0","8","3","6","1"
"YEM160","20 April 2014","Drone strike
Yemen Air Force airstrike","Mahfed, Abyan, Yemen","31","24","1","1","1","1","3","1"
"YEM161","21 April 2014","US-Yemen ground operation
Possible drone strike","Usylan, Shabwa, Yemen","4","3","1","1","1","1","0","0"
"YEM162","12 May 2014","Drone strike","Wadi Abida, Marib, Yemen","6","4","0","0","0","0","0","0"
"YEM163","04 June 2014","Airstrike
Possible drone strike","Wadi Abida, Marib, Yemen","4","3","0","0","0","0","0","0"
"Ob333","11 June 2014","US drone strike","Tabi Tolkhel or Darga Mandi, Pakistan","6","4","0","0","0","0","0","0"
"Ob334","12 June 2014","US drone strike","Darga Mandi, Dande Darpakhel or Ghulam Khan, Pakistan","10","6","0","0","0","0","4","4"
"YEM164","13 June 2014","Drone strike","Mafraq al Saeed, Marib, Yemen","6","5","0","0","0","0","0","0"
"Ob335","18 June 2014","US drone strike","Darga Mandi, Dande Darpakhel or Miranshah, Pakistan","8","4","0","0","0","0","4","2"
"YEM165","21 June 2014","Airstrike
Possible drone strike","Bayda, Yemen","0","0","0","0","0","0","0","0"
"Ob336","10 July 2014","US drone strike","Madakhel village, Datta Khel Tehsil, Pakistan","7","6","0","0","0","0","3","2"
